Identifiant client;Référence client;Dénomination;Adresse;Code postal;Ville;Pays;Liste d’e-mails;Téléphone;Siren;Numéro de TVA;Nombre de factures;Chiffre d’affaires (€);Mandat GoCardless
ecf84b6a-9ecf-4302-8c43-7e4e8c74609f;641.0;HOTEL LES BARTAVELLES & SPA;785 Route de Gap;05200;Crots;FR;christophe.pernin@bartavelles.com;;;;4;336,0;
3866a99c-f647-41d5-ae9b-8dfa19e54038;;BRIT HOTEL DEVELOPPEMENT;22 RUE LOUIS LAVERGNE;22600;LOUDEAC;FR;florian.ricordel@brithotel.fr;;433981206.0;FR27433981206;0;0,0;
5b701a50-8002-494d-ae0c-fac007c0bd1f;646.0;EASTLODGE LYON EST EUREXPO;17 Rue de la Cordière;69800;Saint-Priest;FR;nc@beelodge.com;+33988777004;510700776.0;FR47510700776;2;4824,0;
5fa980e6-6e86-4f9b-957f-2ed7ab36eee7;;BEELODGE BLOIS;1 Rue Germaine Tillion;41000;Blois;FR;nc@beelodge.com;+33 9 88 77 70 04;802598219.0;FR44802598219;2;7248,0;
1e350624-ed4c-417f-9ff4-0c9ae945a807;647.0;WESTLODGE DARDILLY LYON NORD;11 Chemin de Gargantua;69570;Dardilly;FR;nc@beelodge.com;+33988777004;510700776.0;FR47510700776;1;1608,0;
99e3522e-7748-482b-ae77-41d942d6cdbe;;ARCHIVE - HOTEL BEAUGENCY;;;;;;;;;0;0,0;
6142db7e-57d5-4aa1-9d18-e56604683087;622.0;HOTEL DU PORT;4 RUE DU PORT;29740;PLOBANNALEC-LESCONIL;FR;"""contact@hotelduportlesconil.com, chever.delphine@gmail.com, t.acquitter@gmail.com""";;220420244.0;;9;1414,8;MD002QFKYKYK3S
e07cd7d8-b3f8-4b7d-8246-6f1f044a9d1f;626.0;HOTEL CHATEAUDUN;;;;;;;;;0;0,0;
01ca3de2-44e0-4480-a760-62782159a0db;630.0;EUROPE HOTEL PARIS EIFFEL;;;;;;;;;0;0,0;
63b37f7e-e64e-40d7-bc4e-5debf6b9eca7;;FEDERATION DE LA HAUTE COUTURE ET DE LA MODE;;;;;;;;;0;0,0;
63d5d66d-27d3-4f28-9c26-71f98475d1c6;644.0;LE BALDAQUIN HOTEL ( HOTEL EXCELSIOR BATIGNOLLES );;;;;;;;;0;0,0;
9c6b1c59-41e7-4d01-b17e-6133c79bbbd0;652.0;CHALETS ARC 1838;13 AVENUE DE LA MOTTE-PICQUET;75007;PARIS;FR;"""py@chalet-arc-1838.com, audreydiler@gmail.com""";;;;2;5361,6;MD002ZZDW10G6C
41a96b66-0de4-47d6-8b69-9e6854db7280;;ARCHIVE - HOTEL LA COUR DES AUGUSTINS LCDA SA;;;;;;;;;0;0,0;
cac2e83a-9ef5-41bc-8f5b-2574b0db05c7;;ARCHIVE - HOTEL LA VIEILLE FRANCE;;;;;;;;;0;0,0;
026add42-ab47-43a1-8fa0-0a0b9517b431;;ARCHIVE - HOTEL VERSAILLES CHANTIERS;;;;;;;;;0;0,0;
6f6f92d8-2a0f-4376-ba0a-97cd4aefeebd;;ARCHIVE - SARL LES COTES ( ALPAPART );;;;;;;;;0;0,0;
e1b2d367-da53-45b3-bdb4-47015e1dffdd;;COMPASS GROUPE - MILLESSENCE;123 Avenue de la République;92320;Châtillon;FR;"""mafacture@compass-group.fr, elodie.bernaerts@compass-group.fr""";;;;0;0,0;
816f3d0e-86e0-4fdb-ae83-0d0e5199f419;367.0;HOTEL DE L'EUROPE;;;;;;;;;0;0,0;
c1094c72-7a8c-4e8f-adae-dcf5d234ef01;472.0;HOTEL EDGAR ST BRIEUC;;;;;;;;;0;0,0;
d42d3d5b-77ec-4eba-bae1-601f25f18c15;584.0;STREET OFFICE IMMOBILIER;;;;;;;;;0;0,0;
1a1325ea-1202-476b-a2d6-b034ba1e0efa;653.0;AP HOTELS;4 AVENUE PERCIER;75008;PARIS;FR;;;908643596.0;FR37908643596;0;0,0;
eb656ee4-cb3f-4021-b8e8-5718e8d23682;654.0;PARIS DECOUVERTES;24 Rue Chaptal;75009;Paris;FR;parisdecouvertes1@gmail.com;;;;1;108,0;
fb0c76c9-3516-48c6-b1ae-1c4adcfb0a72;655.0;HOTEL DE LA PORTE DE SAINT - MALO;35 RUE SAINT MALO;22100;DINAN;FR;info@hotelportemalo.com;;909419830.0;FR60909419830;2;888,0;MD0034N1J7XEMR
5e4ac6e8-8c70-440a-ad45-199d560f258d;656.0;HOTEL AUTEUIL TOUR EIFFEL;10 Rue Félicien David;75016;Paris;FR;"""loise.goujon@aphotels.fr, reservation@ateparis.com""";+33140505757;315629683.0;FR87315629683;0;0,0;MD0035YN7MBK94
f5092478-8036-475a-9904-3d43c1d9df69;220.0;HOTEL CLOITRE SAINT - LOUIS;20 Rue du Portail Boquier;84000;Avignon;FR;"""hotel@cloitre-saint-louis.com, loise.goujon@aphotels.fr""";+33490275555;;;0;0,0;MD0035YN42NVAG
2c757c6e-44a6-4e2b-907a-5b03492d8039;235.0;AVIGNON GRAND HOTEL SOCIETE NOUVELLE;34 BOULEVARD SAINT-ROCH;84000;AVIGNON;FR;"""loise.goujon@aphotels.fr, reservationagh@cloitre-saint-louis.com""";;492062989.0;FR08492062989;0;0,0;MD0035YN0KX4XF
